"Session","Project.Code","Session.Message","Session.Note","Record.","PIT.Tag","SRR.Code","Event.Type","Length","Weight","Conditional.Comments","Text.Comments","Event.Date","Event.Date..PST.","Event.Site","Life.Stage","Brood.Year","Migration.Year","Spawn.Year","Release.Site","RKM.Mask","RKM.Ext","Release.Temp","Release.Date","Release.Date..PST.","Tagger","Organization","Capture.Method","Mark.Method","Mark.Temp","Hold.Temp","Raceway.Transect.Tank","Hatchery","Stock","Latitude","Longitude","Lat.Long.Source","Detail.Note","Second.PIT.Tag","Coded.Wire.Tag","Card","Genetic.ID","Scale.ID","Coloration","Acoustic.Tag","Position","Radio.Tag","Stubby.Dorsal","Other.Tag","CRITFC.Comments","Marine.Mammal","Hook.Damage","Injury","Condition","Net.Damage"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",9,"3DD.003D365999","35U","Mark","590",NA,"1< AD AT MT PA RF",NA,"8/25/2020 8:20","8/25/2020 7:20","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/25/2020 8:20","8/25/2020 7:20","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.64986,-121.936607,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",4,NA,"Yes",NA,"","No","No","PARADIS",4,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",10,"3DD.003D365957","15U","Mark","780",NA,"AD AT MT RF",NA,"8/25/2020 8:22","8/25/2020 7:22","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/25/2020 8:22","8/25/2020 7:22","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.650242,-121.936333,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",6,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",11,"3DD.003D36594F","15U","Mark","765",NA,"AD AT MT RF",NA,"8/25/2020 8:32","8/25/2020 7:32","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/25/2020 8:32","8/25/2020 7:32","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.65004,-121.936127,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",7,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",12,"3DD.003D365989","15U","Mark","780",NA,"1< AD AT MT RF",NA,"8/25/2020 8:34","8/25/2020 7:34","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/25/2020 8:34","8/25/2020 7:34","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,1,NA,NA,"I","ID:",8,NA,"No",NA,"","No","No","N",5,"yes"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",13,"3DD.003D36597D","15U","Mark","800",NA,"<2 AD AT MT RF",NA,"8/25/2020 8:36","8/25/2020 7:36","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/25/2020 8:36","8/25/2020 7:36","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.64978,-121.936371,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",9,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",14,"3DD.003D365991","15U","Mark","770",NA,"AT MT RF",NA,"8/25/2020 8:46","8/25/2020 7:46","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,20,"8/25/2020 8:46","8/25/2020 7:46","BRESHEARS L","ODFW","LADDER","HAND",20,20,NA,NA,NA,45.65004,-121.936111,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",10,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",15,"3DD.003D365978","35U","Mark","780",NA,"AT MT RF",NA,"8/25/2020 9:19","8/25/2020 8:19","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 9:19","8/25/2020 8:19","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.649849,-121.93634,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",5,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",16,"3DD.003D365961","15U","Mark","770",NA,"AT MT RF",NA,"8/25/2020 9:23","8/25/2020 8:23","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 9:23","8/25/2020 8:23","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.649891,-121.936272,"GPS",NA,NA,NA,2,NA,NA,"B","ID:",1,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",17,"3DD.003D3659AF","15U","Mark","755",NA,"AD AT CA MT RF",NA,"8/25/2020 9:25","8/25/2020 8:25","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 9:25","8/25/2020 8:25","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.64986,-121.936249,"GPS",NA,NA,NA,2,NA,NA,"D","ID:",2,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",18,"3DD.003D365993","15U","Mark","725",NA,"AT MT RF",NA,"8/25/2020 9:40","8/25/2020 8:40","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 9:40","8/25/2020 8:40","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.64994,-121.936279,"GPS",NA,NA,NA,2,NA,NA,"B","ID:",3,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",19,"3DD.003D3659A4","35U","Mark","695",NA,"1< AD AT CA MT PA RF",NA,"8/25/2020 9:53","8/25/2020 8:53","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 9:53","8/25/2020 8:53","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.650002,-121.936279,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",6,NA,"No",NA,"","Yes","No","MM",4,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",20,"3DD.003D3659A5","35U","Mark","565",NA,"<2 AT MT PA RF",NA,"8/25/2020 9:56","8/25/2020 8:56","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 9:56","8/25/2020 8:56","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.64994,-121.936241,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",7,NA,"Yes",NA,"","No","No","N",4,"yes"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",21,"3DD.0077A65176","35U","Recapture","765",NA,"AD AT MT PA RE RF",NA,"8/25/2020 10:01","8/25/2020 9:01","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 10:01","8/25/2020 9:01","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.64994,-121.936111,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",8,NA,"Yes",NA,"change event type","Yes","No","MM",4,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",22,"3DD.003D365974","35U","Mark","705",NA,"<2 AD AT FU MT PA RF",NA,"8/25/2020 10:03","8/25/2020 9:03","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 10:03","8/25/2020 9:03","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.649979,-121.936249,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",9,NA,"Yes",NA,"","Yes","No","",3,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",23,"3DD.003D365973","15U","Mark","900",NA,"AT MT RF",NA,"8/25/2020 10:08","8/25/2020 9:08","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 10:08","8/25/2020 9:08","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.64983,-121.935898,"GPS",NA,NA,NA,2,NA,NA,"I","ID:",4,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",24,"3DD.003D36598B","15U","Mark","820",NA,"AT MT RF",NA,"8/25/2020 10:10","8/25/2020 9:10","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 10:10","8/25/2020 9:10","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.649818,-121.93605,"GPS",NA,NA,NA,2,NA,NA,"I","ID:",5,NA,"No",NA,"","Yes","No","MM",3,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",26,"3DD.003D365968","35U","Mark","625",NA,"<2 AD AN AT MT RF",NA,"8/25/2020 10:20","8/25/2020 9:20","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 10:20","8/25/2020 9:20","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",10,NA,"Yes",NA,"","Yes","No","MM",3,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",27,"3DD.003D36595A","35U","Mark","760",NA,"1< AD AT MT OP RF",NA,"8/25/2020 10:26","8/25/2020 9:26","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 10:26","8/25/2020 9:26","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.649639,-121.936028,"GPS",NA,NA,NA,2,NA,NA,"I","ID:",1,NA,"Yes",NA,"","No","No","",4,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",28,"3DD.003D365954","35U","Mark","840",NA,"AT MT PA RF",NA,"8/25/2020 10:29","8/25/2020 9:29","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 10:29","8/25/2020 9:29","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,2,NA,NA,"B","ID:",2,NA,"No",NA,"","Yes","No","MM",4,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",29,"3DD.003D365985","15U","Mark","640",NA,"AT MT PA RF",NA,"8/25/2020 10:33","8/25/2020 9:33","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 10:33","8/25/2020 9:33","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.650261,-121.935997,"GPS",NA,NA,NA,2,NA,NA,"B","ID:",6,NA,"No",NA,"","Yes","No","MM",4,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",30,"3DD.003D3659A3","15U","Mark","700",NA,"AT MT RF",NA,"8/25/2020 10:39","8/25/2020 9:39","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 10:39","8/25/2020 9:39","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,2,NA,NA,"B","ID:",7,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",31,"3DD.003D36595C","15U","Mark","635",NA,"AT MT RF",NA,"8/25/2020 10:40","8/25/2020 9:40","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 10:40","8/25/2020 9:40","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.650181,-121.936722,"GPS",NA,NA,NA,2,NA,NA,"B","ID:",8,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",32,"3DD.003D3659AB","15U","Mark","770",NA,"AD AT MT RF",NA,"8/25/2020 10:46","8/25/2020 9:46","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 10:46","8/25/2020 9:46","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,2,NA,NA,"D","ID:",9,NA,"No",NA,"bad clip tule","No","No","",5,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",33,"3DD.003D3659A1","35U","Mark","795",NA,"1< AT MT RF",NA,"8/25/2020 10:52","8/25/2020 9:52","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 10:52","8/25/2020 9:52","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,2,NA,NA,"B","ID:",3,NA,"No",NA,"","Yes","yes","MM",4,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",34,"3DD.003D36595B","15U","Mark","905",NA,"AT MT RF",NA,"8/25/2020 10:54","8/25/2020 9:54","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 10:54","8/25/2020 9:54","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,2,NA,NA,"B","ID:",10,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",35,"3DD.003D3659A7","15U","Mark","810",NA,"AD AT MT RF",NA,"8/25/2020 11:00","8/25/2020 10:00","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 11:00","8/25/2020 10:00","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,3,NA,NA,"D","ID:",1,NA,"No",NA,"tule","No","No","",5,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",36,"3DD.003D36597F","15U","Mark","795",NA,"AT MT RF",NA,"8/25/2020 11:01","8/25/2020 10:01","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 11:01","8/25/2020 10:01","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.649681,-121.935898,"GPS",NA,NA,NA,3,NA,NA,"B","ID:",2,NA,"No",NA,"","No","No","N",5,"yes"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",37,"3DD.003D365951","15U","Mark","560",NA,"AD AT MT RF",NA,"8/25/2020 11:06","8/25/2020 10:06","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 11:06","8/25/2020 10:06","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,3,NA,NA,"B","ID:",3,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",38,"3DD.003D365983","15U","Mark","820",NA,"AT MT RF",NA,"8/25/2020 11:08","8/25/2020 10:08","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 11:08","8/25/2020 10:08","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.65004,-121.935951,"GPS",NA,NA,NA,3,NA,NA,"B","ID:",4,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",39,"3DD.003D36596D","15U","Mark","820",NA,"AD AT MT RF",NA,"8/25/2020 11:12","8/25/2020 10:12","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 11:12","8/25/2020 10:12","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,45.649578,-121.935707,"GPS",NA,NA,NA,3,NA,NA,"D","ID:",5,NA,"No",NA,"bad clip tule","No","No","",5,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",40,"3DD.003D36599E","15U","Mark","665",NA,"1< AD AT MT RF",NA,"8/25/2020 11:14","8/25/2020 10:14","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 11:14","8/25/2020 10:14","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,3,NA,NA,"B","ID:",6,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-238-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",41,"3DD.003D365990","15U","Mark","785",NA,"AD AT MT RF",NA,"8/25/2020 11:17","8/25/2020 10:17","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19,"8/25/2020 11:17","8/25/2020 10:17","BRESHEARS L","ODFW","LADDER","HAND",19,19,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,3,NA,NA,"D","ID:",7,NA,"No",NA,"tule","No","No","",5,"No"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",1,"3DD.003D36599D","15U","Mark","930",NA,"AD AT MT RF",NA,"8/31/2020 8:29","8/31/2020 7:29","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 8:29","8/31/2020 7:29","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,1,NA,NA,"D","ID:",1,NA,"No",NA,"tule","Yes","No","MM",4,"No"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",2,"3DD.003D36596B","15U","Mark","740",NA,"1< AT MT RF",NA,"8/31/2020 8:43","8/31/2020 7:43","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 8:43","8/31/2020 7:43","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.64978,-121.935623,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",2,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",3,"3DD.003D365997","15U","Mark","660",NA,"AD AT MT RF",NA,"8/31/2020 8:54","8/31/2020 7:54","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 8:54","8/31/2020 7:54","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649681,-121.935471,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",3,NA,"No",NA,"","Yes","No","MM",4,"No"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",4,"3DD.003D36596F","15U","Mark","815",NA,"AT MT RF",NA,"8/31/2020 9:00","8/31/2020 8:00","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 9:00","8/31/2020 8:00","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.64983,-121.935852,"GPS",NA,NA,NA,1,NA,NA,"D","ID:",4,NA,"No",NA,"tule","No","No","LAMP",3,"No"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",5,"3DD.003D365966","15U","Mark","625",NA,"AT MT RF",NA,"8/31/2020 9:10","8/31/2020 8:10","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 9:10","8/31/2020 8:10","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.65052,-121.9347,"GPS",NA,NA,NA,1,NA,NA,"D","ID:",5,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",6,"3DD.003D36599A","15U","Mark","790",NA,"1< AD AT B MT PA RF",NA,"8/31/2020 9:15","8/31/2020 8:15","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 9:15","8/31/2020 8:15","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.650471,-121.934128,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",6,NA,"No",NA,"","Yes","No","MM",4,"No"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",7,"3DD.003D36598C","15U","Mark","790",NA,"AT MT RF",NA,"8/31/2020 9:21","8/31/2020 8:21","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 9:21","8/31/2020 8:21","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649879,-121.93605,"GPS",NA,NA,NA,1,NA,NA,"D","ID:",7,NA,"No",NA,"tule","No","No","",5,"No"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",8,"3DD.003D365992","15U","Mark","720",NA,"AD AT MT RF",NA,"8/31/2020 9:28","8/31/2020 8:28","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 9:28","8/31/2020 8:28","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649841,-121.935707,"GPS",NA,NA,NA,1,NA,NA,"D","ID:",8,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",9,"3DD.003D365960","15U","Mark","805",NA,"AT MT RF",NA,"8/31/2020 9:30","8/31/2020 8:30","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 9:30","8/31/2020 8:30","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649799,-121.935966,"GPS",NA,NA,NA,1,NA,NA,"D","ID:",9,NA,"No",NA,"tule","No","No","",5,"No"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",10,"3DD.003D365950","15U","Mark","800",NA,"AD AT MT RF",NA,"8/31/2020 9:41","8/31/2020 8:41","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 9:41","8/31/2020 8:41","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649769,-121.936081,"GPS",NA,NA,NA,1,NA,NA,"D","ID:",10,NA,"No",NA,"tule","No","No","",5,"No"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",11,"3DD.003D365963","15U","Mark","775",NA,"<2 AT MT RF",NA,"8/31/2020 9:49","8/31/2020 8:49","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 9:49","8/31/2020 8:49","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649361,-121.936172,"GPS",NA,NA,NA,2,NA,NA,"B","ID:",1,NA,"No",NA,"","No","No","",4,"No"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",12,"3DD.003D365953","15U","Mark","735",NA,"AD AT MT RF",NA,"8/31/2020 9:54","8/31/2020 8:54","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 9:54","8/31/2020 8:54","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,2,NA,NA,"D","ID:",2,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",14,"3DD.003D3659AC","35U","Mark","655",NA,"<2 AD AT MT PA RF",NA,"8/31/2020 10:14","8/31/2020 9:14","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 10:14","8/31/2020 9:14","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",1,NA,"Yes",NA,"","Yes","No","MM",3,"yes"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",15,"3DD.003D36596A","15U","Mark","720",NA,"AD AT MT RF",NA,"8/31/2020 10:16","8/31/2020 9:16","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 10:16","8/31/2020 9:16","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,2,NA,NA,"D","ID:",3,NA,"No",NA,"tule","No","No","",5,"No"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",16,"3DD.003D36599B","35U","Mark","825",NA,"1< AD AT MT RF",NA,"8/31/2020 10:18","8/31/2020 9:18","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 10:18","8/31/2020 9:18","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",2,NA,"No",NA,"","Yes","No","MM",4,"No"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",17,"3DD.003D36594E","15U","Mark","785",NA,"AT MT RF",NA,"8/31/2020 10:53","8/31/2020 9:53","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 10:53","8/31/2020 9:53","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,2,NA,NA,"I","ID:",4,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",18,"3DD.003D365969","15U","Mark","710",NA,">2 AT MT RF",NA,"8/31/2020 10:55","8/31/2020 9:55","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 10:55","8/31/2020 9:55","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,2,NA,NA,"B","ID:",5,NA,"No",NA,"","No","No","",3,"y"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",19,"3DD.003D365977","35U","Mark","860",NA,"AD AT MT RF",NA,"8/31/2020 11:01","8/31/2020 10:01","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 11:01","8/31/2020 10:01","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,45.649872,-121.936378,"GPS",NA,NA,NA,1,NA,NA,"B","ID:",3,NA,"No",NA,"","No","No","",5,"No"
"OJD-2020-244-BBA","OJD","L. Breshears Grad Study","Adult Steelhead Acoustic tag study",20,"3DD.003D3659A2","15U","Mark","695",NA,"AT MT RF",NA,"8/31/2020 11:09","8/31/2020 10:09","BONAFF","Adult",NA,NA,NA,"BONAFF",234,NA,19.5,"8/31/2020 11:09","8/31/2020 10:09","BRESHEARS L","ODFW","LADDER","HAND",19.5,19.5,NA,NA,NA,NA,NA,"GPS",NA,NA,NA,2,NA,NA,"B","ID:",6,NA,"No",NA,"","No","No","",5,"No"
